# {"t_start": 1551811845.827794, "env_id": "Reacher-v2"} 
r,l,t
-3.816195,50,248.932462
-7.447123,50,248.99078
-6.419538,50,249.045868
-6.226874,50,249.100496
-6.765564,50,249.156106
-5.01464,50,250.696504
-6.999442,50,250.761768
-8.516682,50,250.827191
-6.251623,50,250.892431
-7.137018,50,250.95771
-5.337499,50,251.025591
-9.422718,50,251.090821
-12.376517,50,251.156182
-8.145885,50,251.221734
-7.73493,50,251.287017
-7.120912,50,251.352499
-7.877028,50,251.418045
-5.252936,50,251.48319
-6.265817,50,251.548557
-3.830713,50,251.614095
-14.803836,50,251.680009
-8.931224,50,251.745236
-7.814509,50,251.810127
-12.495414,50,251.87562
-6.275937,50,251.940888
-8.190876,50,252.00722
-5.13365,50,252.072362
-5.967267,50,252.137782
-3.356247,50,252.203306
-4.469828,50,252.269127
-6.712397,50,252.335171
-5.208189,50,252.400592
-11.727729,50,252.465948
-8.45074,50,252.521424
-12.268303,50,252.580247
-7.478091,50,252.632738
-7.354779,50,252.690105
-10.870992,50,252.742482
-10.03325,50,252.797841
-8.700134,50,252.852273
-5.763156,50,252.907596
-9.958716,50,252.964271
-3.372701,50,253.020019
-7.129228,50,253.074076
-6.094402,50,253.130518
-8.019985,50,253.185798
-9.006285,50,254.802878
-9.137079,50,254.863013
-3.378919,50,254.928847
-3.781394,50,254.994673
-7.095724,50,255.060947
-5.487756,50,255.126712
-4.182272,50,255.192551
-6.399709,50,255.258453
-4.767742,50,255.324219
-8.176784,50,255.390163
-7.389207,50,255.456181
-5.770121,50,255.522292
-7.316517,50,255.58817
-7.310826,50,255.654016
-9.155109,50,255.720558
-7.155022,50,255.786503
-4.013715,50,255.85235
-9.525308,50,255.918156
-10.257875,50,255.983807
-2.602745,50,256.04983
-3.696495,50,256.115876
-4.190022,50,256.181629
-5.671829,50,256.247434
-8.808714,50,256.313302
-5.301637,50,256.379227
-8.104598,50,256.44507
-5.769024,50,256.51096
-4.694173,50,256.576876
-4.458451,50,256.639674
-14.308448,50,256.696849
-6.711004,50,256.754244
-4.140186,50,256.814327
-6.189613,50,256.8709
-8.922669,50,256.92781
-5.884775,50,256.983215
-10.368577,50,257.039704
-8.139586,50,257.091289
-9.62703,50,257.148383
-10.931688,50,257.204979
-3.380227,50,257.260471
-8.592902,50,257.318853
-5.798117,50,258.674722
-10.461737,50,258.740891
-7.428872,50,258.807366
-7.109086,50,258.874532
-9.203239,50,258.940107
-5.566622,50,259.005002
-7.093483,50,259.070371
-6.843287,50,259.135618
-16.15181,50,259.20083
-9.325303,50,259.256933
-5.451484,50,259.310596
-3.719665,50,259.360422
-7.026268,50,259.417809
-4.365958,50,259.471501
-8.291961,50,259.526746
-13.945524,50,259.580243
-9.697009,50,259.637903
-4.141179,50,259.691551
-6.074169,50,259.748787
-8.090781,50,259.807445
-8.329776,50,259.86055
-6.103335,50,259.912822
-4.752084,50,259.966144
-7.344791,50,260.021769
-6.39249,50,260.073464
-7.236252,50,260.130025
-6.645593,50,260.184305
-7.79852,50,260.235004
-7.098993,50,260.288365
-7.673415,50,260.343038
-13.647229,50,260.394835
-4.851248,50,260.448884
-7.475223,50,260.502218
-3.669771,50,260.556634
-6.585529,50,260.612796
-11.539753,50,260.667029
-6.746646,50,260.721111
-2.885162,50,260.77322
-7.307265,50,260.826041
-4.275915,50,260.876162
-6.964552,50,260.928756
-6.54055,50,262.486227
-7.868434,50,262.551866
-7.151078,50,262.617388
-7.533122,50,262.683311
-4.796895,50,262.748692
-11.129712,50,262.813377
-5.754252,50,262.87808
-3.598011,50,262.942641
-4.682819,50,262.999703
-8.601014,50,263.055471
-5.008588,50,263.106241
-6.720674,50,263.14936
-7.513901,50,263.196932
-6.831119,50,263.239395
-6.656403,50,263.282596
-7.336001,50,263.336819
-8.002034,50,263.392648
-10.30794,50,263.438558
-8.393564,50,263.48123
-6.307899,50,263.523568
-9.239519,50,263.566664
-10.128744,50,263.610959
-6.538998,50,263.661172
-8.767114,50,263.718492
-6.319652,50,263.76733
-3.82319,50,263.820974
-3.343742,50,263.875091
-4.632793,50,263.931329
-9.23402,50,263.988909
-5.469529,50,264.046226
-7.279813,50,264.100479
-6.91465,50,264.162604
-5.078996,50,264.228207
-7.563676,50,264.293474
-10.734922,50,264.357735
-5.947983,50,264.422393
-5.741845,50,264.487293
-7.492244,50,264.551462
-3.508753,50,264.615677
-6.296263,50,264.679755
-9.855001,50,264.744241
-10.673187,50,266.319023
-6.797491,50,266.384635
-4.065451,50,266.450369
-3.961563,50,266.515802
-9.14876,50,266.581273
-5.725991,50,266.646934
-6.507636,50,266.712537
-6.707021,50,266.778439
-6.886044,50,266.844578
-4.366846,50,266.910149
-5.111905,50,266.975769
-7.887268,50,267.041238
-7.976002,50,267.106787
-9.796185,50,267.173248
-11.454442,50,267.237864
-6.796113,50,267.302455
-10.593565,50,267.368228
-8.181822,50,267.424492
-4.582851,50,267.475541
-8.371346,50,267.529191
-6.066685,50,267.583481
-7.204031,50,267.636946
-3.246687,50,267.68367
-5.299898,50,267.733772
-7.879629,50,267.786591
-8.530022,50,267.838302
-7.721705,50,267.89488
-6.105151,50,267.950879
-12.196228,50,268.006936
-6.023467,50,268.063846
-7.51658,50,268.117345
-6.81384,50,268.17442
-4.924077,50,268.227661
-8.795596,50,268.28318
-4.696307,50,268.339576
-7.760941,50,268.394068
-6.105675,50,268.449111
-6.321195,50,268.50518
-8.440324,50,268.555275
-5.984264,50,268.611095
-5.066766,50,268.665063
-8.490815,50,270.127565
-7.952651,50,270.193297
-6.664892,50,270.259363
-4.834762,50,270.324799
-7.440248,50,270.39043
-11.567159,50,270.456718
-7.502019,50,270.522592
-3.533954,50,270.588252
-9.043482,50,270.65414
-4.123413,50,270.719708
-4.323952,50,270.785172
-7.34409,50,270.850472
-4.029612,50,270.915694
-2.891845,50,270.978369
-6.405585,50,271.034178
-6.737022,50,271.090555
-8.785317,50,271.146618
-7.207452,50,271.195521
-4.974032,50,271.249131
-6.061752,50,271.304142
-14.023877,50,271.356379
-5.965965,50,271.408693
-2.866579,50,271.465128
-10.017729,50,271.52128
-8.056505,50,271.577356
-4.039032,50,271.637745
-5.863153,50,271.703009
-6.283229,50,271.768248
-12.413871,50,271.83336
-6.327657,50,271.898842
-13.380297,50,271.964768
-7.704833,50,272.030142
-9.335211,50,272.095495
-4.452299,50,272.161084
-10.190543,50,272.226356
-5.682748,50,272.291738
-5.863845,50,272.357333
-5.588765,50,272.423815
-9.130296,50,272.489308
-6.063189,50,272.554856
-7.056596,50,272.620383
-13.00509,50,274.255066
-11.536298,50,274.320716
-9.778943,50,274.386417
-9.694349,50,274.452212
-7.123545,50,274.51813
-3.325203,50,274.583716
-3.976532,50,274.649847
-9.385007,50,274.715618
-6.362289,50,274.781332
-3.831763,50,274.846906
-9.262132,50,274.913331
-7.655241,50,274.978899
-5.004479,50,275.044421
-8.929805,50,275.110202
-7.667121,50,275.175856
-10.507003,50,275.241349
-7.301864,50,275.307039
-12.963112,50,275.37326
-6.51463,50,275.439171
-4.347874,50,275.504741
-10.431509,50,275.570292
-3.910796,50,275.636126
-8.592651,50,275.701771
-8.661102,50,275.76729
-6.43124,50,275.832926
-9.060108,50,275.898581
-8.043429,50,275.964576
-10.686662,50,276.03081
-4.671934,50,276.096772
-8.17431,50,276.162577
-9.137539,50,276.228182
-5.230471,50,276.293631
-9.481953,50,276.359372
-6.719172,50,276.425215
-5.594346,50,276.49073
-6.23809,50,276.556321
-6.482069,50,276.621971
-10.205739,50,276.68741
-6.229199,50,276.753046
-8.661115,50,276.81861
-10.78426,50,276.884266
-5.907619,50,278.522207
-7.176276,50,278.573678
-8.572899,50,278.62494
-6.512269,50,278.68415
-9.503414,50,278.751917
-6.392647,50,278.818494
-5.700611,50,278.883956
-7.908951,50,278.95096
-12.992105,50,279.018387
-9.362565,50,279.086476
-5.726563,50,279.153511
-2.769596,50,279.21893
-9.105656,50,279.286105
-5.731577,50,279.353004
-9.292307,50,279.41824
-10.616908,50,279.484719
-3.991992,50,279.550549
-6.688741,50,279.616881
-6.386738,50,279.682796
-3.472384,50,279.748311
-5.109419,50,279.815341
-2.396805,50,279.880996
-6.005419,50,279.946751
-8.015728,50,280.013706
-7.343977,50,280.080209
-3.571937,50,280.145102
-9.485433,50,280.210834
-3.698833,50,280.276791
-7.331557,50,280.343869
-3.511567,50,280.410045
-5.898069,50,280.475444
-5.235397,50,280.540787
-7.44488,50,280.606121
-3.869255,50,280.663917
-7.256085,50,280.720467
-5.688361,50,280.764713
-6.24314,50,280.816361
-8.94092,50,280.871668
-4.50131,50,280.919163
-4.963395,50,280.972374
-9.599435,50,281.030215
-8.029747,50,282.616839
-5.939974,50,282.683897
-9.697481,50,282.750485
-5.918028,50,282.817252
-5.991845,50,282.882415
-9.64,50,282.947665
-7.161345,50,283.012924
-8.168034,50,283.07062
-7.296337,50,283.126965
-4.607198,50,283.186575
-3.248133,50,283.244693
-9.874694,50,283.299525
-5.515123,50,283.357276
-8.124426,50,283.419442
-6.247673,50,283.485142
-5.423827,50,283.551254
-3.951082,50,283.61808
-11.680123,50,283.685025
-2.754024,50,283.75184
-6.177457,50,283.817374
-8.229485,50,283.88267
-6.04154,50,283.947807
-6.276935,50,284.01463
-7.497768,50,284.079953
-6.354348,50,284.147067
-9.828702,50,284.213495
-3.640319,50,284.279644
-9.124718,50,284.344485
-7.69499,50,284.411275
-8.591714,50,284.47716
-8.308945,50,284.543258
-6.75629,50,284.609994
-5.069501,50,284.674879
-4.331187,50,284.741669
-8.197011,50,284.808089
-5.469215,50,284.873781
-5.611233,50,284.938629
-6.428343,50,285.005096
-12.815932,50,285.071566
-7.310764,50,285.136537
-5.996823,50,285.201321
-6.362902,50,286.789368
-6.301257,50,286.854868
-2.531274,50,286.920788
-6.45595,50,286.987419
-9.906834,50,287.054492
-6.369981,50,287.120252
-7.353019,50,287.186271
-4.16319,50,287.252715
-7.276141,50,287.319732
-4.566882,50,287.38606
-3.757818,50,287.451967
-7.270864,50,287.518845
-8.95486,50,287.584727
-6.983401,50,287.650033
-6.526834,50,287.71535
-4.49832,50,287.780606
-7.118786,50,287.846466
-6.1535,50,287.912443
-4.645379,50,287.979198
-9.091597,50,288.045035
-7.694943,50,288.11049
-3.606431,50,288.175913
-8.076884,50,288.241444
-19.005146,50,288.306915
-7.38121,50,288.372346
-6.103849,50,288.43784
-6.647281,50,288.503348
-3.4681,50,288.568914
-8.501604,50,288.634381
-5.818466,50,288.699963
-4.121328,50,288.765772
-3.005765,50,288.831409
-7.799716,50,288.897068
-8.336803,50,288.962762
-5.180158,50,289.02841
-9.129363,50,289.095565
-4.047412,50,289.162418
-6.230663,50,289.229318
-3.866331,50,289.289316
-7.91075,50,289.343862
-5.244631,50,289.396387
-5.634231,50,290.85927
-6.23334,50,290.922177
-6.375449,50,290.987361
-7.698412,50,291.051734
-8.802453,50,291.114719
-3.157848,50,291.177733
-7.127746,50,291.244369
-8.2235,50,291.303758
-5.181529,50,291.353002
-8.722138,50,291.408887
-7.786331,50,291.459698
-5.183708,50,291.510941
-14.175225,50,291.559675
-6.366266,50,291.606399
-17.868783,50,291.649125
-9.770757,50,291.691773
-6.286523,50,291.734747
-3.697845,50,291.777801
-6.003628,50,291.821133
-4.579035,50,291.864002
-6.72927,50,291.907713
-3.166562,50,291.957879
-3.431705,50,292.010248
-7.633109,50,292.059329
-5.218288,50,292.111185
-6.662946,50,292.163414
-4.251649,50,292.222282
-7.755714,50,292.274419
-3.60791,50,292.330888
-4.600468,50,292.3874
-6.420771,50,292.443603
-6.597296,50,292.500036
-4.808421,50,292.548502
-8.30377,50,292.602666
-5.818389,50,292.654655
-6.22989,50,292.711272
-9.642675,50,292.76645
-6.791718,50,292.822154
-8.120512,50,292.87769
-5.832378,50,292.936667
-8.920572,50,292.995994
-3.977497,50,294.385343
-8.482621,50,294.450401
-6.401994,50,294.516801
-7.405934,50,294.581029
-5.289006,50,294.645275
-2.803878,50,294.709619
-5.870892,50,294.775121
-4.369161,50,294.840698
-4.383485,50,294.905024
-4.571886,50,294.970455
-7.731651,50,295.035395
-6.090956,50,295.100218
-7.543945,50,295.164563
-7.942836,50,295.230126
-6.280979,50,295.294845
-6.765297,50,295.359208
-6.476122,50,295.424711
-8.651113,50,295.489492
-3.624017,50,295.553806
-9.787534,50,295.618129
-7.035963,50,295.682558
-6.027707,50,295.74714
-8.257194,50,295.811495
-7.961232,50,295.875791
-7.701399,50,295.940508
-3.975683,50,296.005474
-4.615504,50,296.070805
-6.46508,50,296.136317
-6.111637,50,296.201814
-8.012485,50,296.26738
-6.144705,50,296.331924
-10.943002,50,296.396552
-8.037674,50,296.462123
-5.851572,50,296.526505
-6.597307,50,296.592256
-3.204673,50,296.657381
-5.250319,50,296.721901
-5.44277,50,296.786302
-4.190089,50,296.850739
-6.681671,50,296.916359
-5.985444,50,298.510788
-5.182552,50,298.577235
-4.940643,50,298.643829
-7.726717,50,298.710555
-10.419068,50,298.777073
-8.086159,50,298.843584
-3.500476,50,298.910169
-6.257934,50,298.97688
-8.408894,50,299.043383
-6.375296,50,299.109964
-7.001291,50,299.176496
-6.224623,50,299.242944
-6.287744,50,299.309355
-7.179967,50,299.376017
-5.666193,50,299.442476
-3.187649,50,299.508902
-9.068577,50,299.575421
-15.759669,50,299.642244
-8.098103,50,299.70869
-15.651776,50,299.77554
-10.959252,50,299.842831
-11.162259,50,299.910013
-6.856686,50,299.976593
-9.579535,50,300.043102
-9.788789,50,300.109637
-10.277613,50,300.176281
-6.317521,50,300.243229
-7.545869,50,300.310417
-6.956428,50,300.377054
-6.563227,50,300.443786
-2.985305,50,300.510437
-6.29156,50,300.57704
-5.751215,50,300.643507
-12.795747,50,300.710177
-7.381771,50,300.777473
-5.79447,50,300.844056
-11.877794,50,300.911109
-4.142731,50,300.976636
-7.5954,50,301.042899
-3.374486,50,301.108426
-7.001809,50,301.167519
-6.242022,50,302.697492
-5.230299,50,302.76339
-5.187011,50,302.829216
-3.519361,50,302.894711
-3.207854,50,302.960219
-6.790036,50,303.025885
-7.488097,50,303.091542
-17.076653,50,303.157055
-6.154882,50,303.223859
-9.383945,50,303.290075
-8.767563,50,303.355681
-6.840111,50,303.421249
-2.745415,50,303.48685
-5.073896,50,303.552468
-5.947926,50,303.618088
-5.741237,50,303.683653
-6.645127,50,303.749413
-4.972933,50,303.815239
-14.433603,50,303.881615
-6.241103,50,303.948304
-9.14226,50,304.014247
-8.677351,50,304.0802
-6.182642,50,304.14661
-14.520511,50,304.212223
-6.87818,50,304.278222
-5.584098,50,304.343854
-3.168104,50,304.409752
-8.489153,50,304.475522
-10.551911,50,304.541138
-9.961722,50,304.606863
-7.116969,50,304.672889
-6.954785,50,304.739138
-5.02728,50,304.805271
-6.455856,50,304.871372
-5.44896,50,304.937384
-4.268615,50,305.004386
-5.755917,50,305.071054
-7.373463,50,305.136988
-6.677186,50,305.195645
-4.151195,50,305.254174
-10.168518,50,305.305611
-5.854827,50,306.836626
-7.363784,50,306.902488
-7.958201,50,306.96841
-3.127318,50,307.033979
-7.285437,50,307.099718
-15.728961,50,307.165753
-6.748683,50,307.231463
-9.051478,50,307.297143
-5.313022,50,307.362888
-6.059975,50,307.428634
-5.27741,50,307.494336
-8.767707,50,307.560332
-7.32211,50,307.626171
-3.521878,50,307.692013
-10.358984,50,307.757829
-13.125226,50,307.823503
-7.389827,50,307.889832
-9.841877,50,307.956039
-8.12557,50,308.021682
-5.860003,50,308.087286
-6.905867,50,308.153047
-3.01194,50,308.218919
-7.496612,50,308.284792
-3.752757,50,308.350729
-12.364661,50,308.413943
-4.653552,50,308.473071
-6.644764,50,308.528183
-6.14721,50,308.585007
-6.213045,50,308.640649
-7.605074,50,308.697202
-3.975761,50,308.753985
-8.863407,50,308.811482
-7.567655,50,308.867333
-10.861653,50,308.924885
-5.327801,50,308.978559
-8.923094,50,309.032319
-6.433108,50,309.090137
-4.321338,50,309.145675
-5.979307,50,309.201205
-5.407098,50,309.258594
-6.545651,50,309.31487
-6.249867,50,310.770976
-4.362354,50,310.822877
-5.175521,50,310.872373
-5.866946,50,310.921793
-6.037504,50,310.977174
-4.215888,50,311.033081
-15.241462,50,311.084413
-2.749306,50,311.134256
-6.097136,50,311.181134
-5.803281,50,311.237578
-7.08645,50,311.291884
-5.510835,50,311.341663
-7.289691,50,311.391235
-4.379298,50,311.438462
-8.059152,50,311.486116
-3.525514,50,311.540684
-5.40383,50,311.59251
-8.94226,50,311.647627
-5.095766,50,311.696146
-6.022545,50,311.750052
-8.225605,50,311.793923
-4.599493,50,311.837274
-3.807675,50,311.880807
-7.735132,50,311.925828
-2.660618,50,311.978457
-9.137912,50,312.033551
-5.225729,50,312.091486
-3.517837,50,312.147524
-5.531189,50,312.204744
-7.835582,50,312.260338
-5.7768,50,312.31413
-3.896672,50,312.369201
-4.487093,50,312.423092
-4.10184,50,312.467363
-7.877376,50,312.521857
-3.097954,50,312.571748
-5.540125,50,312.624043
-5.867791,50,312.677171
-5.600032,50,312.7298
-7.220788,50,312.783366
-10.792248,50,312.840322
-7.156008,50,314.363981
-5.504879,50,314.409869
-5.525147,50,314.455698
-7.027534,50,314.501943
-9.144756,50,314.552203
-7.871367,50,314.607924
-4.142977,50,314.665322
-4.989855,50,314.720887
-9.771347,50,314.766456
-9.691456,50,314.811515
-6.155715,50,314.86149
-7.713781,50,314.915452
-10.571276,50,314.96952
-6.765942,50,315.027002
-3.702179,50,315.084695
-3.522913,50,315.133569
-6.176795,50,315.191286
-6.220855,50,315.240583
-9.153172,50,315.294669
-3.551119,50,315.345309
-8.631166,50,315.399122
-11.570603,50,315.452418
-9.637624,50,315.508236
-4.936793,50,315.565052
-6.071927,50,315.620947
-2.840151,50,315.679119
-10.760195,50,315.735501
-3.630894,50,315.785033
-6.47789,50,315.841969
-7.069739,50,315.899995
-4.066405,50,315.950958
-8.350035,50,316.003293
-6.364404,50,316.059162
-8.03519,50,316.117076
-9.465875,50,316.17353
-6.088992,50,316.231591
-5.568545,50,316.285689
-11.085044,50,316.341964
-7.528898,50,316.399474
-8.556812,50,316.45602
-7.983664,50,316.510458
-16.77138,50,318.127026
-6.102338,50,318.193121
-5.593,50,318.259482
-5.965501,50,318.325555
-6.523155,50,318.39139
-7.060638,50,318.457008
-5.719918,50,318.522974
-7.984146,50,318.588804
-2.680532,50,318.654971
-6.184974,50,318.721443
-10.602758,50,318.788036
-8.662571,50,318.854103
-4.503642,50,318.920295
-7.762345,50,318.986341
-5.120652,50,319.052489
-5.823801,50,319.118617
-2.641412,50,319.18458
-7.245557,50,319.250591
-6.318036,50,319.316697
-6.440308,50,319.382638
-3.876275,50,319.448886
-5.881708,50,319.51523
-7.513515,50,319.581214
-4.919231,50,319.647441
-6.30443,50,319.713714
-7.249093,50,319.780227
-6.538072,50,319.846582
-6.019716,50,319.912619
-3.765323,50,319.977718
-9.218341,50,320.043405
-8.296927,50,320.108395
-3.513241,50,320.165594
-4.957768,50,320.2215
-3.560261,50,320.277266
-4.793523,50,320.333281
-6.755449,50,320.388023
-7.150732,50,320.443249
-5.339696,50,320.499132
-13.565658,50,320.555097
-3.245037,50,320.611029
-4.207917,50,320.667034
-8.517041,50,322.189878
-7.3896,50,322.247651
-6.174376,50,322.303721
-7.782162,50,322.360292
-5.049589,50,322.415217
-7.296618,50,322.470434
-5.875628,50,322.523615
-17.367279,50,322.580307
-10.173234,50,322.6367
-5.558394,50,322.685878
-6.158191,50,322.740099
-5.871478,50,322.791847
-4.58802,50,322.846104
-13.865103,50,322.899377
-5.531239,50,322.951041
-5.303639,50,323.005733
-6.843175,50,323.063973
-6.846235,50,323.121653
-4.68004,50,323.178785
-5.04201,50,323.225135
-5.852955,50,323.273454
-2.637799,50,323.31792
-6.351098,50,323.36133
-5.124031,50,323.403987
-4.200248,50,323.442351
-15.387452,50,323.480487
-6.300163,50,323.518759
-9.780271,50,323.566709
-5.128865,50,323.61305
-5.749376,50,323.665284
-9.612468,50,323.71838
-6.892335,50,323.772819
-2.926001,50,323.829014
-2.84628,50,323.884723
-6.962373,50,323.940197
-4.073477,50,323.99424
-6.833696,50,324.044087
-2.918211,50,324.088996
-6.315071,50,324.147509
-8.592573,50,324.214653
-5.309312,50,324.281807
-8.181095,50,325.908873
-4.56506,50,325.96515
-5.436258,50,326.018151
-7.374685,50,326.070622
-6.503865,50,326.118596
-7.352075,50,326.176415
-11.42106,50,326.231872
-9.781312,50,326.290523
-8.573355,50,326.343877
-8.341689,50,326.394108
-8.210778,50,326.450105
-6.256322,50,326.506028
-9.66266,50,326.563742
-5.170271,50,326.618727
-8.305828,50,326.674887
-12.341092,50,326.72793
-5.332517,50,326.78222
-9.301849,50,326.833918
-9.106148,50,326.886002
-9.557049,50,326.942841
-4.609306,50,327.000425
-3.324032,50,327.052435
-6.126051,50,327.106368
-5.631852,50,327.161755
-2.691686,50,327.217748
-8.820877,50,327.271412
-7.779536,50,327.323997
-4.938351,50,327.372772
-9.046745,50,327.422522
-6.355463,50,327.478207
-4.303207,50,327.534553
-9.063964,50,327.585215
-11.510579,50,327.635041
-8.538991,50,327.691364
-4.751958,50,327.747549
-5.233797,50,327.794219
-9.0169,50,327.847597
-7.25511,50,327.898468
-8.735256,50,327.950174
-5.33748,50,328.002409
-4.551572,50,328.056075
-8.126603,50,329.50089
-7.095869,50,329.565082
-8.616632,50,329.629103
-7.986141,50,329.693262
-5.845224,50,329.757281
-9.122891,50,329.821258
-3.775308,50,329.88685
-3.840415,50,329.953099
-5.073952,50,330.019996
-4.364192,50,330.083978
-4.673197,50,330.148106
-5.535798,50,330.213875
-7.635986,50,330.279434
-7.619484,50,330.345457
-6.730591,50,330.411405
-6.434378,50,330.477174
-5.523825,50,330.543105
-8.381261,50,330.609011
-5.782448,50,330.675065
-7.480938,50,330.741038
-6.988613,50,330.807456
-6.337139,50,330.872994
-5.713631,50,330.938471
-5.854351,50,331.004476
-4.201212,50,331.070605
-2.580716,50,331.136686
-9.298058,50,331.202737
-2.396349,50,331.268735
-10.532116,50,331.334575
-8.32389,50,331.399299
-11.726993,50,331.464432
-4.620555,50,331.529041
-5.655882,50,331.584475
-3.971099,50,331.639343
-6.878198,50,331.696175
-5.490818,50,331.749136
-4.042413,50,331.804828
-7.864,50,331.860147
-8.87783,50,331.918363
-5.995254,50,331.974017
-5.785413,50,332.035313
-5.555409,50,333.615278
-8.242773,50,333.682406
-2.621536,50,333.748281
-5.915203,50,333.814541
-4.863801,50,333.880598
-3.812064,50,333.946371
-4.021788,50,334.012295
-3.916178,50,334.079667
-10.40867,50,334.145975
-8.203438,50,334.212
-8.065151,50,334.278001
-2.510653,50,334.34426
-8.104338,50,334.410511
-9.129011,50,334.476729
-6.530078,50,334.542915
-6.205138,50,334.609171
-6.879746,50,334.675519
-3.61832,50,334.741562
-6.011961,50,334.807827
-5.214342,50,334.873903
-2.619848,50,334.940319
-6.759261,50,335.007026
-5.784474,50,335.0736
-8.143646,50,335.140161
-5.981175,50,335.198892
-10.269675,50,335.256427
-4.040366,50,335.312571
-5.791131,50,335.370038
-6.594838,50,335.425324
-5.131192,50,335.482251
-6.731295,50,335.532678
-6.858691,50,335.587723
-6.33208,50,335.644109
-5.48101,50,335.698982
-6.247455,50,335.755498
-7.959658,50,335.806712
-8.979097,50,335.865045
-3.359679,50,335.921026
-4.611736,50,335.979615
-7.450146,50,336.036203
-3.677154,50,336.090644
-7.068419,50,337.592878
-4.267321,50,337.647784
-11.276315,50,337.704406
-11.104393,50,337.761811
-9.037933,50,337.820705
-5.382088,50,337.878046
-9.845296,50,337.933958
-5.240913,50,337.988569
-9.143645,50,338.043474
-3.655389,50,338.097383
-5.6011,50,338.150439
-4.950205,50,338.199919
-5.437629,50,338.258068
-6.788205,50,338.310794
-9.564312,50,338.361403
-3.885954,50,338.41677
-7.227721,50,338.462646
-4.524783,50,338.51877
-7.102073,50,338.570217
-7.412295,50,338.615699
-4.929663,50,338.670772
-7.529238,50,338.726638
-7.435276,50,338.780813
-5.717782,50,338.833909
-6.558416,50,338.890839
-7.819615,50,338.947475
-4.048628,50,339.010088
-6.934931,50,339.076033
-6.748669,50,339.142526
-2.718572,50,339.208909
-6.523199,50,339.275332
-5.302442,50,339.341299
-6.916062,50,339.40757
-2.982366,50,339.473928
-7.403694,50,339.540349
-3.887957,50,339.606076
-2.010385,50,339.671663
-7.348532,50,339.738393
-6.187355,50,339.804907
-10.695399,50,339.871924
-3.831118,50,339.938497
-6.487772,50,341.466655
-5.669623,50,341.532581
-6.068481,50,341.598405
-6.566243,50,341.664398
-7.671497,50,341.730185
-6.936587,50,341.795808
-4.436726,50,341.86148
-5.830039,50,341.927296
-6.176782,50,341.993355
-5.727212,50,342.059085
-7.996171,50,342.124729
-5.591464,50,342.190331
-7.308475,50,342.256266
-6.613818,50,342.322291
-5.037199,50,342.388039
-5.91887,50,342.453734
-6.802233,50,342.51931
-10.352639,50,342.584841
-9.37053,50,342.650451
-7.900685,50,342.716171
-2.556901,50,342.78172
-8.475345,50,342.847541
-7.167453,50,342.91348
-6.58214,50,342.979386
-6.719517,50,343.034785
-2.141291,50,343.091797
-7.183425,50,343.145048
-3.422961,50,343.194959
-7.206855,50,343.246274
-8.762216,50,343.301401
-2.199685,50,343.357642
-4.409828,50,343.415077
-6.371968,50,343.471957
-6.643651,50,343.531481
-6.580239,50,343.588014
-8.65632,50,343.647224
-5.730445,50,343.705058
-7.223238,50,343.75791
-7.903854,50,343.814527
-7.10963,50,343.871518
-10.908184,50,343.930789
-5.599124,50,345.50551
-6.874049,50,345.571088
-7.108358,50,345.636739
-8.449034,50,345.702323
-6.68855,50,345.76854
-7.711357,50,345.835181
-6.457136,50,345.901988
-7.260627,50,345.967677
-3.827929,50,346.033827
-2.864664,50,346.099379
-7.948883,50,346.16632
-8.097317,50,346.232616
-9.166384,50,346.298249
-9.496804,50,346.364457
-10.533846,50,346.430844
-3.432682,50,346.49714
-4.205934,50,346.56337
-6.283001,50,346.623126
-5.964216,50,346.681108
-6.556107,50,346.738736
-7.911925,50,346.789827
-5.137392,50,346.835401
-5.474451,50,346.882524
-7.441561,50,346.940183
-7.077156,50,346.996042
-8.462216,50,347.049266
-10.165323,50,347.106513
-8.585782,50,347.162506
-6.584066,50,347.21843
-5.747709,50,347.274527
-4.672925,50,347.326029
-6.815566,50,347.377867
-5.685908,50,347.431237
-6.499889,50,347.485933
-7.999456,50,347.538243
-3.934568,50,347.588449
-6.584822,50,347.644347
-6.811088,50,347.69941
-3.4978,50,347.758717
-6.734043,50,347.81631
-8.442066,50,347.872957
-10.035655,50,349.424814
-6.21498,50,349.489701
-7.219285,50,349.554588
-7.545908,50,349.619351
-6.943725,50,349.68394
-6.77452,50,349.748659
-4.656872,50,349.813596
-6.813511,50,349.878353
-3.383403,50,349.943099
-3.036341,50,350.007816
-3.29786,50,350.07271
-6.852695,50,350.137484
-2.539535,50,350.202168
-6.949512,50,350.266954
-8.114155,50,350.332716
-6.139414,50,350.397315
-7.99387,50,350.461875
-8.923916,50,350.526293
-8.842927,50,350.58884
-6.466593,50,350.644292
-2.93506,50,350.699493
-6.604816,50,350.754835
-2.822185,50,350.808269
-7.242513,50,350.864205
-4.365879,50,350.918348
-4.661393,50,350.975072
-4.075922,50,351.032328
-5.05963,50,351.087916
-5.399457,50,351.14543
-3.214546,50,351.204878
-10.055444,50,351.260762
-8.147524,50,351.314328
-4.587535,50,351.363415
-8.720498,50,351.408348
-5.639496,50,351.46365
-4.869188,50,351.511277
-8.399407,50,351.564785
-8.857711,50,351.614746
-6.333167,50,351.664821
-5.310291,50,351.721404
-6.805579,50,351.776273
-6.129751,50,353.2706
-10.764903,50,353.323426
-3.043958,50,353.366432
-3.502055,50,353.409229
