# {"t_start": 1551811845.827794, "env_id": "Reacher-v2"} 
r,l,t
-3.361092,50,786.342818
-3.227536,50,786.395838
-5.87114,50,786.448702
-3.441285,50,786.503094
-3.596876,50,786.553597
-2.277833,50,786.608793
-4.756707,50,786.66668
-6.030252,50,786.722564
-6.182579,50,788.258208
-3.453263,50,788.31487
-9.063476,50,788.371488
-4.5171,50,788.428176
-6.691573,50,788.484884
-6.159383,50,788.541739
-4.268341,50,788.598377
-3.265417,50,788.663045
-6.40493,50,788.729231
-3.472191,50,788.795068
-5.468383,50,788.862067
-4.078304,50,788.928176
-5.567854,50,788.994288
-4.952602,50,789.060033
-3.303083,50,789.126283
-5.907006,50,789.192589
-5.21974,50,789.259226
-7.518651,50,789.325415
-5.226639,50,789.391812
-7.50185,50,789.458031
-6.323365,50,789.524455
-7.254677,50,789.590499
-6.263607,50,789.656419
-6.515191,50,789.722272
-2.728634,50,789.788359
-8.772137,50,789.854504
-7.687525,50,789.920638
-7.976128,50,789.986908
-5.561768,50,790.053266
-9.693566,50,790.119643
-7.311091,50,790.186131
-2.316303,50,790.25252
-3.787497,50,790.318566
-4.593482,50,790.384701
-4.132571,50,790.451146
-3.893411,50,790.517635
-4.682464,50,790.583654
-5.809482,50,790.649769
-5.309894,50,790.716511
-7.031338,50,790.782697
-5.571439,50,792.405829
-6.922849,50,792.456524
-4.149233,50,792.499233
-4.520824,50,792.544701
-9.587945,50,792.589519
-6.730896,50,792.634225
-5.75998,50,792.682564
-3.321782,50,792.736243
-7.074112,50,792.785401
-7.462032,50,792.829226
-1.422184,50,792.871863
-6.972894,50,792.914881
-6.873435,50,792.957319
-6.529229,50,793.006017
-3.936024,50,793.060958
-3.794265,50,793.117897
-4.728105,50,793.174781
-6.987776,50,793.230302
-6.820687,50,793.287545
-5.116232,50,793.343811
-3.711248,50,793.396129
-5.345856,50,793.454136
-5.934415,50,793.509131
-4.828844,50,793.565103
-7.068097,50,793.619135
-6.213839,50,793.673157
-6.219654,50,793.725742
-3.390827,50,793.782435
-6.699635,50,793.835931
-5.821424,50,793.890526
-4.585017,50,793.939204
-4.470519,50,793.996939
-6.396788,50,794.052496
-6.608668,50,794.106885
-6.585498,50,794.161121
-5.451971,50,794.215993
-6.310771,50,794.27335
-7.828964,50,794.339076
-8.878485,50,794.404341
-6.186163,50,794.470196
-3.068433,50,794.535706
-5.557977,50,796.101831
-6.991092,50,796.158517
-2.037149,50,796.215229
-4.736881,50,796.272049
-3.785119,50,796.326897
-4.039534,50,796.375567
-6.812135,50,796.419617
-7.170289,50,796.463017
-3.894867,50,796.506395
-2.401253,50,796.550117
-6.436637,50,796.593277
-6.241332,50,796.636616
-3.751755,50,796.679404
-5.696629,50,796.722746
-4.724563,50,796.766639
-8.246224,50,796.810743
-7.443605,50,796.864674
-6.738582,50,796.922626
-2.589975,50,796.981227
-5.991801,50,797.039242
-4.860486,50,797.096173
-7.128795,50,797.149731
-5.668734,50,797.195665
-1.805019,50,797.239799
-4.750373,50,797.291271
-7.03524,50,797.348918
-5.489505,50,797.406418
-4.586363,50,797.461934
-5.891908,50,797.515256
-6.61895,50,797.571471
-2.516117,50,797.628746
-5.34191,50,797.687808
-7.899074,50,797.744791
-3.430591,50,797.802963
-7.478827,50,797.855556
-5.734048,50,797.911771
-5.753362,50,797.969588
-7.757456,50,798.023573
-1.682199,50,798.078564
-5.301271,50,798.131456
-7.147798,50,798.186537
-7.136475,50,799.765776
-6.368549,50,799.834057
-5.791406,50,799.899771
-4.540631,50,799.964922
-6.156118,50,800.030221
-1.575908,50,800.095544
-6.54297,50,800.16331
-5.092174,50,800.230344
-3.22447,50,800.295683
-6.797298,50,800.361184
-7.869961,50,800.429468
-6.120671,50,800.49724
-6.88109,50,800.564942
-6.985963,50,800.632375
-4.529314,50,800.699511
-6.48641,50,800.765977
-8.825107,50,800.832499
-9.664848,50,800.898372
-2.525247,50,800.96584
-5.756794,50,801.033333
-5.584373,50,801.09942
-2.292538,50,801.165204
-6.153882,50,801.230956
-2.974759,50,801.292596
-3.694862,50,801.342948
-6.939601,50,801.392715
-6.727807,50,801.447423
-7.196655,50,801.505276
-5.488793,50,801.564025
-7.154911,50,801.617749
-6.387549,50,801.669863
-3.188806,50,801.723744
-3.225663,50,801.781718
-6.393605,50,801.836102
-5.393789,50,801.891553
-8.21485,50,801.949135
-2.293557,50,802.006581
-1.328975,50,802.061064
-6.434401,50,802.11789
-6.690278,50,802.176021
-3.464154,50,802.233062
-4.890921,50,803.74434
-10.11887,50,803.810552
-5.944173,50,803.876972
-3.245933,50,803.943189
-6.993006,50,804.009633
-7.080661,50,804.075907
-8.476087,50,804.14291
-6.864799,50,804.209314
-3.506071,50,804.275656
-7.564453,50,804.342097
-8.470327,50,804.408888
-3.409007,50,804.475416
-7.491322,50,804.541724
-3.715862,50,804.607977
-5.88197,50,804.674944
-5.554822,50,804.741924
-7.719749,50,804.808141
-6.109435,50,804.874186
-7.775969,50,804.940319
-6.851027,50,805.006597
-1.832516,50,805.072769
-5.901933,50,805.138268
-7.087252,50,805.203834
-6.832681,50,805.270072
-6.337956,50,805.323432
-8.300883,50,805.371015
-5.466777,50,805.427656
-7.336986,50,805.484171
-7.887442,50,805.542624
-4.279993,50,805.600579
-4.539915,50,805.651509
-4.469941,50,805.704583
-4.818296,50,805.756236
-5.713185,50,805.813964
-7.296602,50,805.869238
-5.351633,50,805.928442
-4.179386,50,805.983129
-5.371432,50,806.041635
-7.894985,50,806.097109
-6.283426,50,806.154101
-7.054765,50,806.209044
-1.784184,50,807.72395
-5.107533,50,807.773391
-4.56859,50,807.827769
-6.347859,50,807.885884
-1.604226,50,807.948887
-7.790543,50,808.005157
-3.240539,50,808.068931
-5.296659,50,808.128809
-7.687384,50,808.185734
-5.027428,50,808.242249
-12.20849,50,808.295457
-7.881993,50,808.354365
-5.634441,50,808.409938
-6.674166,50,808.465369
-6.007121,50,808.519026
-7.208653,50,808.56631
-4.757736,50,808.623422
-7.651146,50,808.670348
-2.352767,50,808.717167
-7.825213,50,808.7706
-4.527783,50,808.824018
-5.962216,50,808.870174
-2.051829,50,808.917283
-3.918034,50,808.969836
-2.919865,50,809.021736
-11.521539,50,809.075851
-6.08673,50,809.132787
-7.543807,50,809.189346
-4.398343,50,809.24331
-5.306934,50,809.297956
-2.791435,50,809.351405
-7.422304,50,809.404158
-7.013722,50,809.459373
-9.141139,50,809.513274
-7.817781,50,809.567858
-5.610364,50,809.624097
-5.814727,50,809.678013
-7.043791,50,809.730065
-1.913149,50,809.782038
-4.098595,50,809.834482
-8.350061,50,809.89093
-5.026634,50,811.466147
-5.096292,50,811.514394
-5.40423,50,811.562317
-7.715439,50,811.612631
-6.763906,50,811.665826
-4.562724,50,811.720854
-4.681689,50,811.776501
-3.122165,50,811.828528
-5.101523,50,811.883445
-1.448787,50,811.937404
-4.983463,50,811.982156
-7.982674,50,812.025023
-9.564523,50,812.077276
-4.884209,50,812.134791
-6.327257,50,812.189259
-9.54489,50,812.241951
-3.57075,50,812.298078
-4.836908,50,812.353261
-2.889289,50,812.406846
-3.529469,50,812.460653
-2.647282,50,812.517635
-7.044057,50,812.571746
-5.026345,50,812.628029
-2.766963,50,812.683226
-6.55956,50,812.738971
-2.954811,50,812.790123
-8.318291,50,812.848539
-9.075742,50,812.912015
-4.802933,50,812.97547
-5.232518,50,813.039015
-6.143867,50,813.102481
-7.91615,50,813.166058
-6.8054,50,813.232779
-5.178542,50,813.299751
-7.98089,50,813.366026
-6.54525,50,813.429706
-7.493771,50,813.493211
-8.249823,50,813.556686
-5.641148,50,813.62021
-6.222755,50,813.683867
-5.165311,50,813.750379
-6.90434,50,815.374311
-4.475168,50,815.439146
-4.631307,50,815.50377
-6.841768,50,815.568456
-2.185447,50,815.633114
-9.783894,50,815.697796
-6.544006,50,815.762613
-3.728361,50,815.827359
-5.386572,50,815.892434
-8.360754,50,815.957167
-1.937496,50,816.023793
-6.400826,50,816.088685
-6.601015,50,816.153435
-7.670435,50,816.218175
-5.719988,50,816.283345
-7.374788,50,816.348083
-1.181405,50,816.41311
-6.612481,50,816.477906
-3.107991,50,816.542703
-6.28113,50,816.607805
-4.412843,50,816.67262
-6.898486,50,816.737484
-7.789271,50,816.802157
-3.683089,50,816.866841
-6.724612,50,816.931703
-7.327206,50,816.998581
-3.482077,50,817.066744
-6.339111,50,817.133163
-8.84736,50,817.199188
-6.932272,50,817.264905
-7.453207,50,817.330478
-4.415006,50,817.390219
-3.576416,50,817.447138
-5.834296,50,817.499097
-8.341691,50,817.550259
-9.025249,50,817.604402
-6.96817,50,817.664483
-3.142111,50,817.730502
-2.282614,50,817.79638
-7.530341,50,817.862229
-7.132021,50,817.927845
-5.923977,50,819.472703
-7.058096,50,819.539952
-4.274335,50,819.606374
-6.557106,50,819.673123
-5.292302,50,819.740669
-6.671599,50,819.80729
-6.296134,50,819.874035
-6.03253,50,819.940768
-4.386118,50,820.007849
-7.995364,50,820.074536
-2.553521,50,820.141272
-4.190728,50,820.207725
-2.979588,50,820.274324
-6.122899,50,820.341162
-3.687697,50,820.40835
-4.664331,50,820.475043
-5.233864,50,820.541487
-6.928428,50,820.608437
-6.831316,50,820.674999
-1.943149,50,820.741997
-6.656529,50,820.808156
-2.022744,50,820.874789
-6.626502,50,820.94118
-6.547695,50,821.007206
-5.682452,50,821.073486
-7.098089,50,821.140294
-6.694796,50,821.206807
-3.25721,50,821.273608
-5.853709,50,821.340293
-6.472925,50,821.407078
-1.983886,50,821.474146
-4.663079,50,821.540614
-7.635203,50,821.607286
-5.887429,50,821.674067
-7.118647,50,821.741112
-2.158159,50,821.808084
-6.454452,50,821.874886
-2.217328,50,821.941278
-7.41745,50,822.007913
-7.628204,50,822.074929
-1.695329,50,822.134426
-6.897927,50,823.738147
-6.612672,50,823.789653
-5.153696,50,823.842549
-6.851912,50,823.905347
-7.128881,50,823.9714
-2.286201,50,824.037518
-5.599619,50,824.103629
-3.895894,50,824.169593
-4.625584,50,824.236062
-4.917993,50,824.30254
-5.900181,50,824.369143
-4.481062,50,824.435602
-6.978077,50,824.502089
-5.223128,50,824.568239
-4.89151,50,824.634719
-7.255333,50,824.700765
-7.087631,50,824.767148
-6.820239,50,824.833666
-3.567359,50,824.900066
-8.415336,50,824.966462
-2.119565,50,825.03286
-7.883613,50,825.099105
-0.962125,50,825.16553
-5.050648,50,825.232189
-8.69682,50,825.298651
-5.393301,50,825.364955
-8.127013,50,825.431467
-6.592438,50,825.497738
-6.673087,50,825.564523
-5.065032,50,825.631165
-7.51898,50,825.697683
-5.379811,50,825.764782
-4.864688,50,825.831305
-7.94022,50,825.891964
-6.278527,50,825.954403
-3.366357,50,826.019245
-5.106841,50,826.084275
-7.128037,50,826.149143
-6.889399,50,826.214121
-6.621207,50,826.279145
-8.327854,50,826.344156
-7.157999,50,828.026873
-4.564967,50,828.094101
-5.070672,50,828.161207
-7.42259,50,828.228169
-7.186465,50,828.294703
-4.885701,50,828.36076
-6.103795,50,828.427221
-2.825722,50,828.493666
-5.765678,50,828.559416
-2.936971,50,828.626361
-1.108015,50,828.693251
-2.204161,50,828.759641
-4.927589,50,828.825934
-6.628598,50,828.892026
-6.270954,50,828.958612
-2.438814,50,829.025334
-7.899446,50,829.090702
-7.731966,50,829.157596
-8.023928,50,829.224004
-2.437705,50,829.290788
-2.026886,50,829.357557
-5.174966,50,829.423309
-4.275648,50,829.490119
-8.683169,50,829.556495
-2.877726,50,829.622639
-1.240685,50,829.688578
-6.487203,50,829.754726
-7.151002,50,829.815157
-4.727428,50,829.873157
-4.485738,50,829.928843
-6.104665,50,829.988083
-3.903161,50,830.046595
-5.849717,50,830.10206
-6.35115,50,830.157563
-3.156697,50,830.206962
-4.811637,50,830.256414
-2.69424,50,830.305986
-6.088235,50,830.361009
-8.614505,50,830.41472
-6.422803,50,830.47276
-4.595057,50,830.526815
-6.298366,50,832.067825
-10.244696,50,832.132175
-7.103827,50,832.199086
-4.336712,50,832.263468
-7.336463,50,832.327817
-5.844468,50,832.392139
-8.725706,50,832.456404
-5.520835,50,832.520812
-7.703434,50,832.585352
-7.545814,50,832.652135
-2.799174,50,832.718841
-4.830747,50,832.785743
-8.401873,50,832.852634
-6.935849,50,832.919564
-7.895432,50,832.986326
-7.285964,50,833.052634
-5.490176,50,833.117872
-6.982845,50,833.18301
-2.680656,50,833.248096
-5.931804,50,833.305245
-7.080546,50,833.363992
-7.251516,50,833.41451
-5.565626,50,833.46991
-2.281065,50,833.530927
-2.166521,50,833.596006
-8.945285,50,833.661733
-6.573785,50,833.726695
-6.991534,50,833.791867
-3.475899,50,833.856865
-5.342413,50,833.921852
-4.820366,50,833.987187
-9.940688,50,834.052209
-2.924489,50,834.121877
-7.31303,50,834.188333
-4.398245,50,834.253214
-6.700153,50,834.318145
-5.598025,50,834.383137
-7.175997,50,834.448277
-2.715979,50,834.513202
-4.723564,50,834.578231
-3.163954,50,834.643308
-4.891856,50,836.289368
-5.42159,50,836.357111
-2.843477,50,836.423479
-6.100712,50,836.489764
-2.876124,50,836.555982
-5.308416,50,836.608689
-4.798753,50,836.66224
-7.438683,50,836.715247
-3.043545,50,836.771062
-3.047751,50,836.828596
-4.869676,50,836.885345
-4.870587,50,836.939785
-2.536739,50,836.994494
-5.5098,50,837.04602
-3.340571,50,837.101015
-7.925478,50,837.154804
-4.185659,50,837.210404
-5.964428,50,837.265615
-2.503036,50,837.319012
-8.428391,50,837.376569
-5.937641,50,837.426212
-6.981616,50,837.482826
-7.886236,50,837.541259
-7.075515,50,837.595464
-3.460023,50,837.652356
-7.790432,50,837.708067
-5.829825,50,837.764929
-3.953142,50,837.820564
-5.672709,50,837.874179
-5.757916,50,837.927626
-3.512738,50,837.980222
-5.253351,50,838.035141
-5.700989,50,838.083594
-8.391572,50,838.134146
-6.495516,50,838.184219
-3.392548,50,838.242228
-3.561295,50,838.299562
-1.899685,50,838.356828
-7.877186,50,838.413827
-5.541746,50,838.462409
-1.505296,50,838.517108
-8.311454,50,840.146585
-10.257372,50,840.201614
-8.377446,50,840.255423
-7.352893,50,840.307547
-7.285265,50,840.360071
-3.345792,50,840.41101
-7.624049,50,840.466582
-4.050847,50,840.516374
-5.813828,50,840.571547
-6.881408,50,840.626804
-6.002292,50,840.679954
-3.058308,50,840.736362
-7.61319,50,840.792164
-4.677089,50,840.837921
-6.573673,50,840.892137
-3.04772,50,840.943514
-7.638696,50,840.998308
-2.601346,50,841.054335
-6.022992,50,841.110105
-5.897351,50,841.166171
-8.053246,50,841.223066
-4.702169,50,841.276613
-8.053118,50,841.329885
-7.87987,50,841.384317
-7.621388,50,841.441789
-6.824446,50,841.496591
-7.18163,50,841.551287
-4.746072,50,841.606152
-5.595796,50,841.661049
-8.666952,50,841.707062
-6.648442,50,841.76087
-7.467102,50,841.817665
-6.359581,50,841.874817
-3.317355,50,841.93112
-5.469415,50,841.9875
-5.222999,50,842.041832
-6.081671,50,842.099698
-3.658508,50,842.154531
-4.914431,50,842.207425
-3.992931,50,842.260522
-6.876054,50,842.315827
-5.743222,50,843.862662
-7.17059,50,843.929423
-6.332572,50,843.99595
-2.541417,50,844.062684
-5.841432,50,844.129221
-8.618689,50,844.196058
-7.964348,50,844.262937
-6.603762,50,844.329739
-6.501049,50,844.396521
-8.937136,50,844.463162
-4.940423,50,844.529963
-6.247006,50,844.596607
-2.460535,50,844.663426
-6.65213,50,844.730092
-4.264149,50,844.796504
-1.240687,50,844.862863
-7.116176,50,844.925137
-3.230076,50,844.982559
-5.548928,50,845.040658
-7.67802,50,845.097248
-7.886175,50,845.153686
-6.803479,50,845.212098
-3.036474,50,845.270273
-3.961753,50,845.329347
-5.273302,50,845.382036
-6.884847,50,845.438428
-3.279185,50,845.496257
-5.800403,50,845.547701
-5.48767,50,845.598908
-7.036907,50,845.655563
-6.629233,50,845.713176
-1.787227,50,845.769303
-9.482347,50,845.826125
-6.832117,50,845.877679
-6.653402,50,845.93496
-5.133552,50,845.988622
-4.62295,50,846.046229
-5.470241,50,846.103415
-3.307699,50,846.160713
-2.644046,50,846.217589
-6.659659,50,846.271036
-7.057722,50,847.619279
-2.386007,50,847.684099
-3.781106,50,847.748522
-6.978118,50,847.812958
-6.324006,50,847.877655
-6.962438,50,847.942389
-3.932969,50,848.00703
-6.499085,50,848.071926
-4.528057,50,848.136777
-2.580135,50,848.201721
-3.05455,50,848.266495
-7.517579,50,848.331302
-5.398977,50,848.395748
-2.75872,50,848.460273
-4.856489,50,848.525348
-5.660805,50,848.590058
-5.336435,50,848.65466
-1.954088,50,848.719385
-7.263229,50,848.78159
-1.582797,50,848.831847
-8.258777,50,848.885351
-4.936395,50,848.932645
-7.260508,50,848.980796
-4.559595,50,849.034672
-2.326842,50,849.088351
-2.748162,50,849.13983
-4.027617,50,849.193763
-8.246168,50,849.245344
-4.819377,50,849.297503
-6.543904,50,849.350809
-5.542664,50,849.401385
-5.215395,50,849.4551
-3.085119,50,849.51171
-4.737646,50,849.56962
-5.168443,50,849.627869
-4.898412,50,849.683292
-9.506898,50,849.740412
-5.578319,50,849.797755
-7.175592,50,849.855485
-3.304126,50,849.915574
-6.985619,50,849.973386
-1.408008,50,851.55618
-10.089994,50,851.612807
-7.833376,50,851.66957
-6.769227,50,851.726351
-2.74276,50,851.78379
-3.783708,50,851.841474
-7.567572,50,851.897614
-4.872987,50,851.952291
-9.116757,50,852.006819
-5.969225,50,852.061116
-4.751822,50,852.115202
-5.969486,50,852.170257
-6.61905,50,852.225412
-5.859786,50,852.27174
-6.841456,50,852.321864
-5.468548,50,852.377642
-7.268221,50,852.433038
-6.27292,50,852.47657
-4.684121,50,852.519606
-4.549509,50,852.57042
-2.418635,50,852.626806
-3.213086,50,852.673373
-5.393872,50,852.719451
-4.85248,50,852.775632
-7.062561,50,852.825553
-4.285042,50,852.877353
-7.738743,50,852.926531
-7.667282,50,852.982072
-4.643731,50,853.04066
-7.682302,50,853.092545
-1.481243,50,853.149993
-3.251335,50,853.204127
-5.541476,50,853.257743
-5.742468,50,853.309252
-4.409422,50,853.366178
-4.104834,50,853.424127
-4.9817,50,853.48186
-6.920533,50,853.540732
-8.113025,50,853.597541
-4.659846,50,853.655844
-2.719521,50,853.713203
-1.927655,50,855.144336
-3.436526,50,855.199703
-6.781842,50,855.251754
-6.671209,50,855.304987
-4.919469,50,855.355911
-6.158187,50,855.405864
-4.594345,50,855.453697
-5.211312,50,855.503275
-3.758073,50,855.55233
-6.02645,50,855.601336
-4.565991,50,855.649125
-6.396822,50,855.705321
-7.58549,50,855.762645
-8.814336,50,855.810276
-3.525843,50,855.863916
-5.971801,50,855.915592
-2.975753,50,855.961196
-4.742349,50,856.01059
-7.025337,50,856.059579
-2.502506,50,856.102976
-6.528105,50,856.147091
-6.287893,50,856.19461
-5.600991,50,856.249057
-6.886046,50,856.302123
-3.244702,50,856.358445
-6.267737,50,856.41047
-5.426506,50,856.465292
-6.76546,50,856.522318
-7.121226,50,856.57906
-3.845733,50,856.634468
-5.35926,50,856.690374
-8.124122,50,856.746583
-5.133326,50,856.802443
-4.973491,50,856.854295
-4.56323,50,856.90664
-5.891133,50,856.95947
-6.13295,50,857.013889
-7.481114,50,857.064629
-5.13329,50,857.117595
-6.314305,50,857.165867
-4.472072,50,857.22098
-3.529419,50,858.728065
-4.417874,50,858.79513
-2.309203,50,858.861672
-10.389214,50,858.928381
-6.300563,50,858.995592
-5.376917,50,859.062767
-8.155778,50,859.129035
-5.508729,50,859.195569
-4.224831,50,859.262225
-2.414011,50,859.328978
-6.284208,50,859.395937
-8.213023,50,859.463981
-7.549066,50,859.529244
-13.9592,50,859.594424
-3.761885,50,859.65961
-5.074843,50,859.726367
-3.633476,50,859.79304
-7.868167,50,859.859682
-5.447893,50,859.926271
-9.587026,50,859.993002
-2.287078,50,860.056597
-8.418434,50,860.112819
-7.332747,50,860.168949
-5.261142,50,860.218782
-2.989267,50,860.2692
-3.80576,50,860.325414
-4.412956,50,860.381485
-3.362791,50,860.43759
-7.06537,50,860.493623
-8.530973,50,860.54966
-4.114117,50,860.596301
-6.021626,50,860.649385
-6.12001,50,860.70434
-5.432949,50,860.752719
-8.440542,50,860.801352
-4.512597,50,860.857838
-6.993945,50,860.908864
-8.868797,50,860.965308
-5.802154,50,861.021497
-2.611325,50,861.078818
-6.416934,50,861.127247
-7.125272,50,862.63551
-6.819334,50,862.70257
-6.766074,50,862.769709
-6.702403,50,862.837142
-2.722455,50,862.90416
-7.542983,50,862.970712
-7.434164,50,863.037441
-4.588618,50,863.104176
-3.129441,50,863.17096
-7.005685,50,863.237663
-3.572699,50,863.304717
-4.088762,50,863.371461
-3.395846,50,863.438926
-6.281616,50,863.506016
-2.628261,50,863.573118
-7.351304,50,863.640108
-4.892244,50,863.70792
-3.647141,50,863.77492
-4.592294,50,863.842549
-11.121378,50,863.909448
-13.990754,50,863.976272
-6.687819,50,864.043125
-6.740324,50,864.110072
-13.378077,50,864.176805
-6.037769,50,864.243653
-3.598475,50,864.311106
-7.088031,50,864.377795
-3.243496,50,864.444649
-4.534236,50,864.511682
-6.93226,50,864.578033
-3.711855,50,864.644092
-5.177409,50,864.709975
-5.899096,50,864.775337
-4.361071,50,864.830858
-5.513932,50,864.886615
-5.313335,50,864.94262
-3.448795,50,864.996752
-6.462693,50,865.050149
-6.570061,50,865.104443
-7.715763,50,865.159434
-4.641877,50,865.216685
-3.596077,50,866.688272
-6.242844,50,866.745448
-6.639809,50,866.797682
-4.730892,50,866.85047
-2.713522,50,866.905135
-7.725809,50,866.961849
-3.110456,50,867.018424
-5.121122,50,867.07485
-5.748909,50,867.134161
-5.384897,50,867.200816
-9.698075,50,867.26734
-3.007822,50,867.333919
-6.068956,50,867.400885
-3.621966,50,867.467324
-6.375769,50,867.533907
-5.975155,50,867.600528
-4.992332,50,867.667217
-8.375384,50,867.734027
-7.814988,50,867.800677
-5.85232,50,867.867464
-7.805352,50,867.934062
-5.604737,50,868.000764
-6.131502,50,868.067602
-7.778416,50,868.13447
-5.679079,50,868.201299
-4.918782,50,868.268261
-10.2528,50,868.334934
-4.823636,50,868.402048
-6.198692,50,868.469018
-6.805521,50,868.535853
-2.854845,50,868.602708
-7.122283,50,868.670341
-4.86454,50,868.737309
-4.962761,50,868.804232
-6.388745,50,868.871349
-7.673082,50,868.938219
-5.431119,50,869.009589
-7.928743,50,869.077859
-4.365509,50,869.144666
-6.377705,50,869.211317
-8.124166,50,869.27802
-6.703869,50,870.888281
-3.092647,50,870.954697
-3.608333,50,871.02106
-2.306047,50,871.087247
-3.88815,50,871.153576
-6.339278,50,871.219833
-9.019506,50,871.286189
-2.651636,50,871.352534
-6.496695,50,871.418833
-8.105955,50,871.485178
-3.716256,50,871.551578
-2.884665,50,871.617944
-5.656646,50,871.684592
-7.426102,50,871.750996
-2.566293,50,871.817355
-3.252172,50,871.883804
-4.84108,50,871.950241
-3.895668,50,872.016584
-7.276193,50,872.082862
-5.19826,50,872.149239
-6.729793,50,872.215727
-2.232797,50,872.282191
-6.050958,50,872.349456
-3.347876,50,872.415759
-1.959831,50,872.48243
-9.028407,50,872.548844
-7.737185,50,872.615109
-7.541609,50,872.681419
-6.436804,50,872.747837
-4.11973,50,872.814303
-8.428927,50,872.880936
-2.614661,50,872.94736
-2.943689,50,873.013646
-5.111913,50,873.080001
-2.774702,50,873.14676
-5.576664,50,873.213254
-2.392105,50,873.279722
-6.657156,50,873.346403
-1.797175,50,873.412808
-5.086911,50,873.479551
-4.051461,50,873.545765
-4.426833,50,875.155626
-3.034697,50,875.220342
-7.643427,50,875.285105
-2.618787,50,875.349552
-4.608963,50,875.414296
-3.775134,50,875.478986
-7.660736,50,875.543553
-9.199437,50,875.608477
-5.943245,50,875.673142
-8.031747,50,875.737679
-5.256362,50,875.802292
-3.305767,50,875.867111
-4.551113,50,875.931787
-2.172376,50,875.996572
-7.251597,50,876.061395
-4.306149,50,876.126035
-4.42195,50,876.191195
-2.373038,50,876.256123
-3.353958,50,876.30929
-7.384838,50,876.363819
-4.705101,50,876.415427
-6.141546,50,876.469538
-8.018751,50,876.526002
-7.704943,50,876.573869
-4.811541,50,876.628644
-2.872705,50,876.684336
-4.895152,50,876.740356
-6.525189,50,876.80192
-6.127683,50,876.866907
-6.2988,50,876.931678
-3.017047,50,876.996457
-4.697669,50,877.061139
-8.570923,50,877.126019
-6.615326,50,877.19074
-6.256698,50,877.255992
-4.863421,50,877.321046
-6.96893,50,877.385927
-6.124849,50,877.450963
-7.910958,50,877.515803
-5.973257,50,877.580542
-3.11089,50,877.645311
-6.335081,50,879.348152
-4.797531,50,879.414119
-5.311767,50,879.480401
-6.817261,50,879.546332
-4.202253,50,879.612249
-6.541447,50,879.678151
-5.257854,50,879.743392
-3.125016,50,879.808697
-1.509067,50,879.870313
-5.52711,50,879.927934
-6.851168,50,879.986027
-5.616863,50,880.043736
-5.391515,50,880.100246
-9.081938,50,880.157036
-8.178391,50,880.21527
-7.698707,50,880.269608
-3.298171,50,880.325145
-4.223942,50,880.380887
-5.14504,50,880.436055
-7.321863,50,880.493041
-5.872423,50,880.554529
-5.740771,50,880.620743
-7.499412,50,880.687117
-4.797749,50,880.753316
-2.524547,50,880.819451
-7.019566,50,880.88562
-4.803212,50,880.951904
-5.79122,50,881.018123
-5.444232,50,881.08467
-7.554247,50,881.151012
-6.198933,50,881.217215
-4.835235,50,881.283346
-5.533938,50,881.349694
-4.934511,50,881.415916
-8.000346,50,881.482115
-8.783361,50,881.548617
-8.703846,50,881.613866
-4.844436,50,881.679997
-1.864694,50,881.745696
-9.464058,50,881.811156
-6.680626,50,881.876889
-6.285722,50,883.550378
-4.699455,50,883.616325
-7.570477,50,883.683821
-7.483059,50,883.750501
-2.951734,50,883.816322
-2.71045,50,883.882123
-6.913624,50,883.949082
-2.983673,50,884.015979
-6.3339,50,884.083522
-8.149563,50,884.149384
-5.23603,50,884.217057
-6.689704,50,884.282712
-5.487447,50,884.350294
-5.447211,50,884.418001
-3.40193,50,884.483828
-4.951449,50,884.550986
-7.490767,50,884.619473
-4.071935,50,884.686957
-2.452184,50,884.753835
-5.306822,50,884.821016
-6.846496,50,884.888158
-6.740066,50,884.955678
-2.529405,50,885.02137
-6.944936,50,885.089004
-8.466533,50,885.154931
-7.43124,50,885.22118
-8.74653,50,885.287953
-5.160033,50,885.353973
-7.660482,50,885.419272
-8.068048,50,885.476923
-5.913408,50,885.538281
-5.638641,50,885.596224
-4.398883,50,885.654366
-1.728991,50,885.711812
-6.926872,50,885.768791
-3.578324,50,885.822845
-5.509785,50,885.876155
-5.106397,50,885.928428
-3.372508,50,885.984776
-2.257094,50,886.04143
-2.890676,50,886.098085
-9.526545,50,887.717508
-6.862374,50,887.783
-3.602897,50,887.848228
-5.685251,50,887.913431
-3.600105,50,887.978618
-4.42972,50,888.044044
-4.127704,50,888.109256
-7.519108,50,888.174803
-10.042597,50,888.240349
-7.090264,50,888.305849
-4.709368,50,888.37162
-6.820298,50,888.437287
-6.454726,50,888.503216
-2.8034,50,888.569115
-6.033962,50,888.634942
-4.391065,50,888.693936
-3.410447,50,888.7453
-2.158633,50,888.799006
-2.184476,50,888.85047
-4.515237,50,888.89767
-2.50538,50,888.954702
-5.033356,50,889.012693
-2.899912,50,889.065301
-3.678377,50,889.116315
-4.29186,50,889.173963
-4.253475,50,889.221823
-6.358001,50,889.265908
-5.260935,50,889.314833
-8.820598,50,889.363317
-6.988397,50,889.418538
-6.52717,50,889.474717
-7.408561,50,889.523096
-6.913668,50,889.577833
-6.848249,50,889.634339
-5.07084,50,889.689136
-3.057445,50,889.744655
-7.595972,50,889.802071
-6.658166,50,889.857635
-4.378316,50,889.913221
-6.929936,50,889.969924
-6.032571,50,891.469302
-5.473606,50,891.535916
